Timestamp,UART Data
1692983656,"27.57,495464.00"
1692983656,"27.74,495472.00"
1692983656,"27.57,495480.00"
1692983656,"27.67,495488.00"
1692983656,"27.67,495496.00"
1692983656,"27.55,495504.00"
1692983656,"27.73,495512.00"
1692983656,"27.55,495520.00"
1692983656,"27.65,495528.00"
1692983656,"27.65,495536.00"
1692983656,"27.53,495544.00"
1692983656,"27.72,495552.00"
1692983656,"27.55,495560.00"
1692983656,"27.65,495568.00"
1692983656,"27.66,495576.00"
1692983656,"27.55,495584.00"
1692983656,"27.74,495592.00"
1692983656,"27.57,495600.00"
1692983656,"27.67,495608.00"
1692983656,"27.68,495616.00"
1692983656,"27.57,495624.00"
1692983656,"27.75,495632.00"
1692983656,"27.58,495640.00"
1692983656,"27.69,495648.00"
1692983656,"27.70,495656.00"
1692983656,"27.58,495664.00"
1692983656,"27.77,495672.00"
1692983656,"27.59,495680.00"
1692983656,"27.70,495688.00"
1692983656,"27.70,495696.00"
1692983656,"27.59,495704.00"
1692983656,"27.77,495712.00"
1692983656,"27.59,495720.00"
1692983656,"27.70,495728.00"
1692983656,"27.72,495736.00"
1692983656,"27.59,495744.00"
1692983656,"27.78,495752.00"
1692983656,"27.60,495760.00"
1692983656,"27.70,495768.00"
1692983656,"27.71,495776.00"
1692983656,"27.59,495784.00"
1692983656,"27.79,495792.00"
1692983656,"27.60,495800.00"
1692983656,"27.72,495808.00"
1692983656,"27.72,495816.00"
1692983656,"27.60,495824.00"
1692983656,"27.79,495832.00"
1692983656,"27.61,495840.00"
1692983656,"27.71,495848.00"
1692983656,"27.71,495856.00"
1692983656,"27.59,495864.00"
1692983656,"27.78,495872.00"
1692983656,"27.61,495880.00"
